Date,Description,Amount,Category,PaymentMethod,Month
28-05-2025,Puma,5595.64,Clothing,UPI,May
09-09-2025,Nature's Basket,4228.35,Grocery,UPI,September
31-03-2025,JioMart,1476.6,Grocery,Net Banking,March
27-08-2025,Taco Bell,683.86,Food,Credit Card,August
17-12-2025,OYO,687.08,Travel,Credit Card,December
13-10-2025,Netflix,486.54,Entertainment,Net Banking,October
16-11-2025,Kauvery,13757.09,Healthcare,Net Banking,November
23-01-2025,Noise,14290.52,Electronics,Debit Card,January
04-03-2025,IndiGo,28052.17,Travel,Credit Card,March
26-01-2025,Booking.com,6919.87,Travel,Net Banking,January
24-08-2025,Pepperfry,12401.36,Online Shopping,Debit Card,August
24-08-2025,Apollo Hospital,17328.32,Healthcare,UPI,August
14-06-2025,SonyLiv,945.53,Entertainment,Credit Card,June
11-07-2025,Puma,7063.09,Clothing,Net Banking,July
28-03-2025,Gaana,340.7,Entertainment,Net Banking,March
24-10-2025,Apollo Pharmacy,8885.16,Healthcare,Debit Card,October
28-02-2025,H&M,6631.32,Clothing,Debit Card,February
19-01-2025,Subway,1064.01,Food,UPI,January
28-05-2025,Nature's Basket,3549.22,Grocery,Debit Card,May
19-11-2025,BSNL,4683.39,Bills,UPI,November
03-03-2025,Pepperfry,4881.81,Online Shopping,UPI,March
21-07-2025,Vodafone Idea,2673.21,Bills,UPI,July
02-01-2025,MedPlus,18613.73,Healthcare,UPI,January
21-05-2025,Noise,74631.11,Electronics,UPI,May
30-04-2025,Fortis,3873.28,Healthcare,Net Banking,April
13-07-2025,Hotstar,441.13,Entertainment,Debit Card,July
19-07-2025,Vistara,16503.47,Travel,UPI,July
16-06-2025,Flipkart,11131.27,Online Shopping,Debit Card,June
13-03-2025,MedPlus,4493.18,Healthcare,Net Banking,March
07-12-2025,Spencers,4779.55,Grocery,Credit Card,December
23-02-2025,Property Tax Online,5389.33,Bills,Net Banking,February
28-10-2025,Metro Rail,446.76,Transport,Net Banking,October
16-10-2025,Apollo Pharmacy,13960.19,Healthcare,Net Banking,October
20-07-2025,RedBus,874.89,Transport,Net Banking,July
07-06-2025,IndiGo,13901.29,Travel,Credit Card,June
04-05-2025,MakeMyTrip,4230.67,Travel,Debit Card,May
16-09-2025,Kauvery,19482.34,Healthcare,Net Banking,September
18-04-2025,Samsung Store,105364.83,Electronics,Credit Card,April
08-06-2025,Netmeds,7085.45,Healthcare,Net Banking,June
07-01-2025,Apple Music,398.21,Entertainment,Credit Card,January
15-02-2025,1mg,3473.35,Healthcare,Credit Card,February
07-05-2025,Reliance Fresh,2750.16,Grocery,Debit Card,May
05-05-2025,Gas Agency,5576.12,Bills,Net Banking,May
06-08-2025,Burger King,1006.98,Food,UPI,August
26-09-2025,Vodafone Idea,352.78,Bills,Debit Card,September
27-03-2025,Snapdeal,12068.79,Online Shopping,Credit Card,March
16-01-2025,Nykaa,19176.6,Online Shopping,Credit Card,January
16-11-2025,Meesho,4206.11,Online Shopping,Net Banking,November
01-01-2025,Aster,18076.33,Healthcare,Debit Card,January
26-05-2025,Apple Store,149836.1,Electronics,Net Banking,May
22-08-2025,H&M,1670.74,Clothing,Credit Card,August
02-12-2025,Puma,2139.64,Clothing,Credit Card,December
10-07-2025,Pizza Hut,1126.37,Food,Net Banking,July
03-03-2025,Fortis,10998.17,Healthcare,Net Banking,March
01-01-2025,Sony Center,128155.58,Electronics,Debit Card,January
19-06-2025,Vodafone Idea,5548.84,Bills,UPI,June
14-07-2025,Air India,15526.67,Travel,UPI,July
19-12-2025,More Supermarket,4531.55,Grocery,Credit Card,December
13-02-2025,Yulu Bikes,1941.09,Transport,UPI,February
03-01-2025,Star Bazaar,4631.51,Grocery,UPI,January
30-05-2025,PharmEasy,17889.89,Healthcare,Debit Card,May
07-10-2025,Star Bazaar,3843.41,Grocery,Credit Card,October
06-02-2025,Nike,1266.72,Clothing,Debit Card,February
17-11-2025,Burger King,700.4,Food,Debit Card,November
15-03-2025,Air India,22586.47,Travel,Credit Card,March
06-03-2025,BMTC,1912.83,Transport,Debit Card,March
16-02-2025,Zee5,692.39,Entertainment,Net Banking,February
16-03-2025,Pizza Hut,720.36,Food,Debit Card,March
14-08-2025,US Polo,6109.49,Clothing,Debit Card,August
16-07-2025,Water Board,5670.83,Bills,Net Banking,July
30-04-2025,BigBazaar,3836.63,Grocery,Credit Card,April
06-07-2025,TNEB,4682,Bills,Credit Card,July
11-02-2025,Property Tax Online,4385.84,Bills,Debit Card,February
06-07-2025,Nykaa,13436.98,Online Shopping,Net Banking,July
15-12-2025,BigBazaar,767.31,Grocery,Net Banking,December
25-08-2025,Hotstar,259.26,Entertainment,Credit Card,August
31-03-2025,Fortis,18416.8,Healthcare,UPI,March
12-11-2025,Spencers,4478.31,Grocery,UPI,November
15-06-2025,Ajio,3277.7,Online Shopping,Debit Card,June
24-06-2025,Netflix,713.94,Entertainment,UPI,June
21-05-2025,Gas Agency,3039.18,Bills,Credit Card,May
10-04-2025,Nykaa,3549.71,Online Shopping,UPI,April
27-03-2025,Rapido,175.46,Transport,Credit Card,March
16-11-2025,Woodland,2103.33,Clothing,Debit Card,November
06-02-2025,HP World,103515.72,Electronics,Credit Card,February
17-09-2025,Starbucks,1447.75,Food,Net Banking,September
04-06-2025,A2B,1472.07,Food,UPI,June
10-02-2025,Nike,5510.55,Clothing,UPI,February
13-05-2025,Woodland,4775.98,Clothing,UPI,May
07-12-2025,Jio Fiber,472.91,Bills,UPI,December
05-04-2025,BSNL,2716.84,Bills,Credit Card,April
26-11-2025,Air India,15563.43,Travel,Net Banking,November
27-08-2025,Asus Store,116947.62,Electronics,Net Banking,August
12-06-2025,Nilgiris,1925.86,Grocery,Net Banking,June
13-08-2025,Pepperfry,13154.28,Online Shopping,UPI,August
09-04-2025,Goibibo,8302.65,Travel,Net Banking,April
17-07-2025,Amazon Prime,528.66,Entertainment,Credit Card,July
02-08-2025,Chai Point,866.42,Food,Net Banking,August
26-01-2025,TSRTC,1155.57,Transport,UPI,January
21-03-2025,Booking.com,18429.28,Travel,UPI,March
16-01-2025,Nilgiris,1742.94,Grocery,UPI,January
21-09-2025,Myntra,19357.98,Online Shopping,Credit Card,September
24-10-2025,SonyLiv,737.85,Entertainment,Debit Card,October
07-08-2025,Zara,1131.84,Clothing,Credit Card,August
05-01-2025,Hotstar,752.05,Entertainment,Credit Card,January
07-04-2025,TSRTC,1217.14,Transport,UPI,April
03-11-2025,Nilgiris,2956.99,Grocery,Credit Card,November
13-09-2025,Apple Store,73701.2,Electronics,Credit Card,September
26-02-2025,Meru Cabs,398.1,Transport,Net Banking,February
05-07-2025,BMTC,1087.06,Transport,Credit Card,July
28-08-2025,MedPlus,5737.82,Healthcare,Debit Card,August
24-02-2025,Burger King,106.47,Food,Net Banking,February
29-07-2025,Gas Agency,5465.16,Bills,Debit Card,July
09-03-2025,Samsung Store,147821.18,Electronics,Debit Card,March
22-01-2025,Taco Bell,414.62,Food,UPI,January
10-02-2025,Gaana,960.61,Entertainment,Debit Card,February
02-08-2025,Barbeque Nation,1342.51,Food,UPI,August
05-08-2025,Aha,387,Entertainment,Net Banking,August
27-12-2025,Apple Music,955.57,Entertainment,Debit Card,December
29-09-2025,BMTC,732.92,Transport,Debit Card,September
12-06-2025,Jio Fiber,2311.81,Bills,Net Banking,June
26-05-2025,Burger King,624.72,Food,Debit Card,May
18-09-2025,Star Bazaar,208.97,Grocery,Credit Card,September
08-02-2025,Subway,465.57,Food,UPI,February
03-06-2025,Meru Cabs,1500.54,Transport,Net Banking,June
26-02-2025,Metro Rail,1788.48,Transport,UPI,February
14-01-2025,Apollo Pharmacy,5222.92,Healthcare,UPI,January
02-09-2025,PharmEasy,10887.53,Healthcare,Net Banking,September
29-03-2025,Lenskart,10464.92,Online Shopping,Debit Card,March
21-09-2025,Metro Rail,1732.49,Transport,Credit Card,September
06-02-2025,Mi Store,51071.8,Electronics,UPI,February
07-08-2025,Pepperfry,3084.79,Online Shopping,Net Banking,August
20-10-2025,Saravana Bhavan,966.47,Food,UPI,October
28-01-2025,Flipkart,2863.76,Online Shopping,UPI,January
29-08-2025,TSRTC,67.81,Transport,Debit Card,August
21-03-2025,More Supermarket,3141.62,Grocery,UPI,March
30-04-2025,H&M,7807.6,Clothing,Net Banking,April
29-08-2025,Booking.com,29892.1,Travel,Debit Card,August
08-11-2025,Vistara,14240.7,Travel,Credit Card,November
21-06-2025,Pantaloons,3009.76,Clothing,Debit Card,June
05-10-2025,BSNL,355.15,Bills,Net Banking,October
21-11-2025,Croma,49311.07,Electronics,UPI,November
26-08-2025,Cream Stone,161.15,Food,Credit Card,August
04-12-2025,Spotify,111.66,Entertainment,Credit Card,December
08-02-2025,Yulu Bikes,1037.02,Transport,Debit Card,February
09-04-2025,Vodafone Idea,2373.61,Bills,Debit Card,April
30-04-2025,Apollo Hospital,17583.4,Healthcare,UPI,April
19-06-2025,Sony Center,91322.94,Electronics,Net Banking,June
09-04-2025,Zara,6667.33,Clothing,UPI,April
26-10-2025,Pepperfry,13683.51,Online Shopping,Debit Card,October
03-02-2025,Ola,740.35,Transport,Debit Card,February
22-07-2025,Woodland,1397.07,Clothing,Debit Card,July
14-08-2025,TSRTC,816.57,Transport,Net Banking,August
29-01-2025,Amazon,15657.06,Online Shopping,UPI,January
06-02-2025,Zee5,668.45,Entertainment,Credit Card,February
22-07-2025,Noise,29918.66,Electronics,Net Banking,July
07-04-2025,Uber,1504.38,Transport,Net Banking,April
12-02-2025,JioMart,1422.55,Grocery,Credit Card,February
03-01-2025,Wrogn,4923.9,Clothing,Debit Card,January
30-12-2025,Gas Agency,1182.3,Bills,UPI,December
13-04-2025,TNEB,806.33,Bills,Debit Card,April
06-05-2025,JioMart,4013.33,Grocery,Net Banking,May
06-08-2025,Puma,556.68,Clothing,Credit Card,August
22-01-2025,Dell Exclusive,33547.38,Electronics,UPI,January
08-12-2025,Apollo Hospital,4178.6,Healthcare,UPI,December
29-07-2025,Pantaloons,6163.22,Clothing,UPI,July
09-02-2025,Burger King,940.04,Food,Credit Card,February
16-01-2025,Dominos,470.22,Food,Net Banking,January
08-12-2025,BMTC,891.04,Transport,Credit Card,December
11-08-2025,Amazon,17902.16,Online Shopping,Net Banking,August
05-07-2025,Nature's Basket,4447.49,Grocery,UPI,July
17-11-2025,Amazon,15390.15,Online Shopping,UPI,November
07-10-2025,Saravana Bhavan,1149.74,Food,Net Banking,October
11-08-2025,Pepperfry,11692.5,Online Shopping,Debit Card,August
19-11-2025,Puma,2483.25,Clothing,Credit Card,November
08-01-2025,TSRTC,486.17,Transport,Credit Card,January
25-10-2025,RedBus,848.89,Transport,Net Banking,October
08-08-2025,IRCTC,9669.11,Travel,Net Banking,August
17-12-2025,Apollo Hospital,2348.27,Healthcare,Net Banking,December
03-01-2025,More Supermarket,4191.02,Grocery,Credit Card,January
08-02-2025,Aha,178.23,Entertainment,Credit Card,February
20-07-2025,Meru Cabs,1375.14,Transport,Credit Card,July
17-04-2025,Zara,7896.27,Clothing,Credit Card,April
23-05-2025,JioMart,2722.68,Grocery,UPI,May
28-01-2025,Lenskart,9033.12,Online Shopping,UPI,January
27-07-2025,Spotify,191.05,Entertainment,Net Banking,July
06-08-2025,ACT Fibernet,1314.81,Bills,Credit Card,August
13-12-2025,A2B,1366.04,Food,Debit Card,December
11-01-2025,Yulu Bikes,472.44,Transport,Net Banking,January
14-01-2025,Boat Lifestyle,52956.89,Electronics,Credit Card,January
19-09-2025,IRCTC,7645.6,Travel,UPI,September
18-01-2025,A2B,1344.98,Food,Net Banking,January
23-02-2025,Apollo Hospital,3817.04,Healthcare,Credit Card,February
10-07-2025,HP World,45953.74,Electronics,UPI,July
11-10-2025,SonyLiv,413.08,Entertainment,Net Banking,October
06-03-2025,Meesho,12349.36,Online Shopping,Credit Card,March
30-06-2025,AirAsia,13546.82,Travel,Net Banking,June
29-11-2025,1mg,14982.07,Healthcare,UPI,November
23-08-2025,Property Tax Online,951.97,Bills,Credit Card,August
26-02-2025,Aster,3210.97,Healthcare,Net Banking,February
26-07-2025,Paradise Biryani,435.8,Food,Debit Card,July
26-01-2025,Nature's Basket,983.86,Grocery,Net Banking,January
12-08-2025,Reliance Fresh,1715.96,Grocery,Net Banking,August
16-05-2025,Zee5,746.22,Entertainment,UPI,May
13-02-2025,Property Tax Online,2220.29,Bills,UPI,February
21-01-2025,Spencers,4735.14,Grocery,Net Banking,January
19-12-2025,Nature's Basket,4973.25,Grocery,Net Banking,December
08-05-2025,Reliance Digital,84330.9,Electronics,Credit Card,May
29-07-2025,Yulu Bikes,414.97,Transport,UPI,July
05-05-2025,A2B,1253.76,Food,Credit Card,May
27-04-2025,Air India,27990.79,Travel,Credit Card,April
11-02-2025,Barbeque Nation,230.07,Food,Debit Card,February
31-01-2025,BSNL,964.91,Bills,Credit Card,January
25-09-2025,Rapido,1911.7,Transport,Credit Card,September
25-09-2025,Spencers,1690.97,Grocery,Net Banking,September
17-01-2025,Zee5,792.35,Entertainment,UPI,January
24-08-2025,Subway,493.97,Food,UPI,August
14-01-2025,McDonalds,1475.14,Food,Net Banking,January
29-01-2025,Gas Agency,4716.53,Bills,Net Banking,January
19-12-2025,Boat Lifestyle,120286.86,Electronics,UPI,December
28-04-2025,Nilgiris,4116.07,Grocery,Credit Card,April
16-06-2025,HP World,50615.14,Electronics,Net Banking,June
10-08-2025,Gaana,755.23,Entertainment,Net Banking,August
12-05-2025,Apple Music,610.57,Entertainment,UPI,May
01-02-2025,Cream Stone,1217.13,Food,Debit Card,February
11-04-2025,TNEB,4027.08,Bills,Debit Card,April
14-04-2025,Tata Cliq,16522.35,Online Shopping,Credit Card,April
26-06-2025,RedBus,778.58,Transport,UPI,June
01-04-2025,Chai Point,1463.69,Food,Net Banking,April
06-11-2025,Amazon,6358.14,Online Shopping,Net Banking,November
05-10-2025,Gas Agency,750.65,Bills,Credit Card,October
19-03-2025,Noise,63406.99,Electronics,Net Banking,March
02-12-2025,A2B,1188.1,Food,UPI,December
06-01-2025,Gas Agency,4627.62,Bills,Net Banking,January
17-08-2025,More Supermarket,4692.25,Grocery,Net Banking,August
22-08-2025,BSNL,563.56,Bills,Net Banking,August
23-06-2025,Ola,552,Transport,Debit Card,June
21-01-2025,Property Tax Online,2695.37,Bills,Debit Card,January
05-12-2025,Adidas,2902.99,Clothing,Net Banking,December
15-12-2025,Aster,17486.09,Healthcare,Net Banking,December
24-03-2025,Metro Rail,934.32,Transport,Net Banking,March
16-05-2025,Zee5,998.75,Entertainment,Net Banking,May
26-12-2025,TSRTC,1353.9,Transport,UPI,December
18-10-2025,Pantaloons,7335.58,Clothing,UPI,October
29-11-2025,BMTC,528.16,Transport,Debit Card,November
20-07-2025,Meesho,15425.01,Online Shopping,Credit Card,July
07-08-2025,Airtel,373.31,Bills,UPI,August
21-07-2025,Hotstar,573.32,Entertainment,Credit Card,July
09-09-2025,Paradise Biryani,1053.43,Food,Debit Card,September
25-08-2025,H&M,1290.08,Clothing,Debit Card,August
18-06-2025,Jio Fiber,5772.13,Bills,Net Banking,June
03-02-2025,Nilgiris,1332.19,Grocery,UPI,February
21-02-2025,IRCTC,10863.08,Travel,Credit Card,February
25-04-2025,Vodafone Idea,5688.98,Bills,Credit Card,April
17-11-2025,Spotify,180.11,Entertainment,Debit Card,November
09-03-2025,Zee5,559.74,Entertainment,Net Banking,March
20-08-2025,Amazon,13846.3,Online Shopping,Net Banking,August
04-08-2025,Vistara,21569.35,Travel,Debit Card,August
31-05-2025,Vodafone Idea,1027.05,Bills,Debit Card,May
26-09-2025,Star Bazaar,4271.15,Grocery,Debit Card,September
22-02-2025,1mg,7098.15,Healthcare,Credit Card,February
17-10-2025,Levis,3716.27,Clothing,UPI,October
04-06-2025,1mg,19086.61,Healthcare,UPI,June
09-03-2025,TSRTC,1642.04,Transport,Net Banking,March
29-05-2025,OYO,20542.81,Travel,Net Banking,May
24-08-2025,Netflix,464.03,Entertainment,Credit Card,August
14-05-2025,CloudNine,10954.89,Healthcare,Credit Card,May
21-08-2025,More Supermarket,460.41,Grocery,Credit Card,August
23-10-2025,Barbeque Nation,660.28,Food,Debit Card,October
02-12-2025,MakeMyTrip,27102.43,Travel,Debit Card,December
02-06-2025,Myntra,1535.2,Online Shopping,Credit Card,June
02-04-2025,Star Bazaar,2556.16,Grocery,Credit Card,April
14-10-2025,YouTube Premium,771.28,Entertainment,Net Banking,October
17-01-2025,Dell Exclusive,11295.98,Electronics,Net Banking,January
01-04-2025,Reliance Fresh,4766.7,Grocery,Net Banking,April
09-05-2025,US Polo,2691.77,Clothing,Debit Card,May
18-10-2025,Cream Stone,1454.25,Food,Net Banking,October
05-10-2025,Nilgiris,4714.2,Grocery,Credit Card,October
02-07-2025,Spotify,922.04,Entertainment,UPI,July
12-08-2025,Taco Bell,835.06,Food,Credit Card,August
13-11-2025,MakeMyTrip,21546.5,Travel,UPI,November
21-05-2025,A2B,1314.92,Food,Net Banking,May
06-03-2025,Nike,908.57,Clothing,UPI,March
06-10-2025,Apollo Hospital,8758.74,Healthcare,UPI,October
28-12-2025,Jio Fiber,4989.09,Bills,Credit Card,December
30-01-2025,Spencers,4824.53,Grocery,Credit Card,January
17-01-2025,Samsung Store,79769.83,Electronics,Credit Card,January
05-08-2025,Tata Cliq,3550.43,Online Shopping,Net Banking,August
19-05-2025,Nature's Basket,1396.5,Grocery,Debit Card,May
23-07-2025,Yatra,19808.36,Travel,Credit Card,July
31-07-2025,Subway,1281.49,Food,Credit Card,July
02-05-2025,H&M,2972.73,Clothing,Debit Card,May
09-08-2025,Yatra,19915.47,Travel,Debit Card,August
08-07-2025,Vistara,24813.44,Travel,Net Banking,July
17-07-2025,Lenskart,6744.25,Online Shopping,Debit Card,July
12-04-2025,Airtel,4563.77,Bills,Net Banking,April
22-08-2025,Yulu Bikes,1505.29,Transport,Credit Card,August
10-09-2025,Pepperfry,12376.97,Online Shopping,Debit Card,September
30-10-2025,Property Tax Online,4717.43,Bills,Credit Card,October
31-03-2025,Max Fashion,3960.05,Clothing,UPI,March
20-09-2025,MedPlus,5071.59,Healthcare,UPI,September
26-02-2025,Pizza Hut,954.3,Food,UPI,February
21-12-2025,Reliance Digital,113707.88,Electronics,UPI,December
07-09-2025,Kauvery,16200.21,Healthcare,Net Banking,September
02-10-2025,Apollo Hospital,8933.42,Healthcare,UPI,October
03-11-2025,Amazon,9178.18,Online Shopping,Credit Card,November
04-12-2025,Meesho,1616.55,Online Shopping,Net Banking,December
14-11-2025,Allen Solly,6372.78,Clothing,UPI,November
09-06-2025,Spotify,641.69,Entertainment,Credit Card,June
23-04-2025,Paradise Biryani,1118.37,Food,Debit Card,April
04-02-2025,BSNL,5727.99,Bills,Net Banking,February
17-02-2025,Ola,1358.39,Transport,Debit Card,February
10-06-2025,AirAsia,19378.18,Travel,Net Banking,June
15-09-2025,1mg,13834.03,Healthcare,Debit Card,September
13-06-2025,Jio Fiber,5616.71,Bills,UPI,June
04-12-2025,Meru Cabs,204.93,Transport,UPI,December
15-07-2025,Adidas,4343.95,Clothing,Debit Card,July
14-12-2025,YouTube Premium,435.93,Entertainment,Debit Card,December
22-03-2025,Apple Music,487.46,Entertainment,UPI,March
09-01-2025,Chai Point,122.67,Food,Credit Card,January
26-04-2025,Pepperfry,13710.93,Online Shopping,Debit Card,April
02-07-2025,BigBazaar,2836.4,Grocery,Credit Card,July
27-05-2025,IRCTC,5044.06,Travel,Credit Card,May
14-11-2025,CloudNine,11011.02,Healthcare,Credit Card,November
02-11-2025,AirAsia,4782.41,Travel,Net Banking,November
30-11-2025,SonyLiv,428.03,Entertainment,Credit Card,November
05-03-2025,Allen Solly,6428.35,Clothing,UPI,March
21-11-2025,Noise,33091.23,Electronics,Debit Card,November
31-12-2025,JioMart,4103.67,Grocery,Credit Card,December
17-10-2025,Gaana,641.8,Entertainment,UPI,October
21-05-2025,Reliance Digital,31262.56,Electronics,UPI,May
19-09-2025,Booking.com,20415.44,Travel,UPI,September
11-11-2025,A2B,433.52,Food,Net Banking,November
03-02-2025,Metro Rail,1835.57,Transport,UPI,February
02-12-2025,SonyLiv,942.2,Entertainment,Credit Card,December
09-04-2025,ACT Fibernet,3883.9,Bills,Debit Card,April
12-01-2025,Booking.com,2585.81,Travel,Net Banking,January
26-07-2025,Taco Bell,946.66,Food,Net Banking,July
29-01-2025,AirAsia,22949.75,Travel,Credit Card,January
20-05-2025,Amazon,3223.38,Online Shopping,Debit Card,May
20-09-2025,Zee5,371.29,Entertainment,Net Banking,September
08-11-2025,Rapido,78.01,Transport,Debit Card,November
15-12-2025,Pizza Hut,216.23,Food,Debit Card,December
12-12-2025,Cream Stone,788.97,Food,Debit Card,December
12-05-2025,Nike,1618.37,Clothing,UPI,May
11-11-2025,Yatra,23942.1,Travel,UPI,November
24-01-2025,Amazon,2942.83,Online Shopping,Debit Card,January
14-04-2025,Netflix,526.66,Entertainment,UPI,April
24-09-2025,Ola,1846.88,Transport,Debit Card,September
16-04-2025,YouTube Premium,675.13,Entertainment,Net Banking,April
21-02-2025,Max Fashion,5029.14,Clothing,Debit Card,February
19-08-2025,Max Fashion,7966.03,Clothing,UPI,August
25-05-2025,Apollo Hospital,19716.28,Healthcare,Debit Card,May
14-01-2025,Water Board,3959.34,Bills,Credit Card,January
30-05-2025,JioMart,2707.89,Grocery,Net Banking,May
31-05-2025,Subway,1156.55,Food,Debit Card,May
01-12-2025,BigBazaar,2107.99,Grocery,Credit Card,December
07-06-2025,Airtel,2339.86,Bills,Net Banking,June
30-03-2025,McDonalds,1121.87,Food,UPI,March
12-01-2025,McDonalds,503.35,Food,Debit Card,January
18-12-2025,Noise,132983.79,Electronics,Debit Card,December
05-09-2025,Snapdeal,14238.09,Online Shopping,Credit Card,September
23-06-2025,Adidas,5402.06,Clothing,Net Banking,June
28-02-2025,Meesho,12807.35,Online Shopping,Credit Card,February
08-03-2025,Uber,1042.48,Transport,Debit Card,March
10-04-2025,Hotstar,108.6,Entertainment,Debit Card,April
22-12-2025,Flipkart,4527.37,Online Shopping,Credit Card,December
10-04-2025,Aha,297.62,Entertainment,Credit Card,April
19-09-2025,CCD,1475.95,Food,Debit Card,September
18-11-2025,Aster,5988.39,Healthcare,Debit Card,November
09-09-2025,PharmEasy,16958.41,Healthcare,Credit Card,September
18-11-2025,Reliance Fresh,1297.41,Grocery,UPI,November
04-04-2025,TSRTC,614.46,Transport,Debit Card,April
21-03-2025,IndiGo,19343.15,Travel,Net Banking,March
29-12-2025,Aha,116.68,Entertainment,Credit Card,December
19-03-2025,HP World,75283.47,Electronics,UPI,March
30-11-2025,Netflix,856.09,Entertainment,UPI,November
16-09-2025,Flipkart,13215.36,Online Shopping,UPI,September
20-01-2025,TSRTC,1510.85,Transport,Credit Card,January
04-10-2025,IRCTC,10331.02,Travel,Net Banking,October
22-04-2025,IRCTC,20367.6,Travel,Net Banking,April
25-09-2025,Myntra,13078.26,Online Shopping,Debit Card,September
26-10-2025,Biba,1194.85,Clothing,UPI,October
11-01-2025,Subway,794.79,Food,Debit Card,January
16-03-2025,Nykaa,6162.79,Online Shopping,UPI,March
28-06-2025,Asus Store,127648.12,Electronics,Net Banking,June
13-02-2025,RedBus,1272.53,Transport,UPI,February
28-10-2025,Snapdeal,2338.78,Online Shopping,Net Banking,October
23-03-2025,Rapido,323.46,Transport,Net Banking,March
18-02-2025,Snapdeal,9772.6,Online Shopping,UPI,February
30-01-2025,JioMart,3073.1,Grocery,Net Banking,January
21-08-2025,Nykaa,12118.68,Online Shopping,UPI,August
05-11-2025,Kauvery,8555.09,Healthcare,Credit Card,November
04-12-2025,Zee5,758.6,Entertainment,Debit Card,December
08-09-2025,RedBus,1123.58,Transport,Net Banking,September
27-05-2025,Nike,962,Clothing,Credit Card,May
12-04-2025,Samsung Store,16602.59,Electronics,Debit Card,April
22-09-2025,DMart,2102.28,Grocery,Net Banking,September
16-01-2025,Metro Rail,926.51,Transport,Net Banking,January
08-12-2025,Apollo Hospital,13258.06,Healthcare,Net Banking,December
12-08-2025,Apollo Hospital,19125.2,Healthcare,UPI,August
04-03-2025,Vodafone Idea,5731.95,Bills,Credit Card,March
27-09-2025,Mi Store,58581.56,Electronics,Debit Card,September
20-09-2025,Flipkart,566.87,Online Shopping,Debit Card,September
26-08-2025,Metro Rail,745.89,Transport,Net Banking,August
04-07-2025,More Supermarket,4929.1,Grocery,Net Banking,July
18-07-2025,Uber,1311.53,Transport,Net Banking,July
23-03-2025,PharmEasy,17197.62,Healthcare,UPI,March
02-06-2025,Boat Lifestyle,38238.26,Electronics,UPI,June
02-06-2025,Pepperfry,7542.11,Online Shopping,UPI,June
28-07-2025,Dell Exclusive,31707.19,Electronics,Net Banking,July
11-07-2025,Puma,1649.96,Clothing,Credit Card,July
31-01-2025,Apollo Hospital,19833.79,Healthcare,Credit Card,January
25-03-2025,Paradise Biryani,518.26,Food,Net Banking,March
02-08-2025,JioMart,3823.39,Grocery,Credit Card,August
04-06-2025,Nature's Basket,4779.51,Grocery,UPI,June
25-10-2025,BigBazaar,4073.54,Grocery,Debit Card,October
15-10-2025,Puma,2389.46,Clothing,Debit Card,October
13-08-2025,ACT Fibernet,2465.76,Bills,Debit Card,August
17-05-2025,Zara,1412.52,Clothing,Net Banking,May
06-12-2025,Apple Music,607.69,Entertainment,UPI,December
24-03-2025,Jio Fiber,3604.11,Bills,UPI,March
16-04-2025,McDonalds,1301.23,Food,Net Banking,April
18-03-2025,ACT Fibernet,2752.93,Bills,Net Banking,March
08-07-2025,OYO,23059.53,Travel,Net Banking,July
05-12-2025,HP World,14877.76,Electronics,Credit Card,December
23-07-2025,US Polo,4850.75,Clothing,Debit Card,July
09-07-2025,Meru Cabs,477.9,Transport,Net Banking,July
27-09-2025,OYO,24801.03,Travel,Credit Card,September
22-10-2025,Flipkart,286.76,Online Shopping,Net Banking,October
19-11-2025,DMart,4783.12,Grocery,Credit Card,November
01-03-2025,DMart,3152.52,Grocery,Net Banking,March
23-10-2025,HP World,101116.47,Electronics,UPI,October
11-06-2025,A2B,1116.87,Food,Debit Card,June
06-07-2025,Apple Music,488.23,Entertainment,UPI,July
21-11-2025,SonyLiv,524.95,Entertainment,Net Banking,November
06-10-2025,Amazon,11223.33,Online Shopping,Debit Card,October
22-05-2025,Aster,16352.63,Healthcare,Debit Card,May
16-01-2025,RedBus,1971.01,Transport,Debit Card,January
12-11-2025,Amazon Prime,535.24,Entertainment,Debit Card,November
11-01-2025,Star Bazaar,3159.43,Grocery,Net Banking,January
10-06-2025,MakeMyTrip,640.84,Travel,UPI,June
05-07-2025,IndiGo,28206.88,Travel,Net Banking,July
09-06-2025,Reliance Fresh,2198.81,Grocery,Debit Card,June
28-12-2025,Vivo Store,4935.16,Electronics,Credit Card,December
11-12-2025,BMTC,1673.93,Transport,Credit Card,December
27-02-2025,Nature's Basket,1159.72,Grocery,Debit Card,February
05-09-2025,Burger King,821.55,Food,Credit Card,September
18-10-2025,Amazon Prime,176.3,Entertainment,Debit Card,October
20-09-2025,IRCTC,3978.95,Travel,Credit Card,September
27-02-2025,ACT Fibernet,5296.41,Bills,UPI,February
13-02-2025,Wrogn,2251.02,Clothing,Net Banking,February
14-08-2025,Jio Fiber,1730.49,Bills,UPI,August
29-03-2025,Jio Fiber,1374.86,Bills,Debit Card,March
08-07-2025,Kauvery,7809.54,Healthcare,UPI,July
23-03-2025,BMTC,655.93,Transport,Net Banking,March
31-07-2025,Hotstar,851.05,Entertainment,Debit Card,July
29-06-2025,Allen Solly,939.33,Clothing,Net Banking,June
11-11-2025,Rapido,498.47,Transport,Net Banking,November
26-04-2025,Zee5,234.22,Entertainment,Debit Card,April
15-09-2025,YouTube Premium,691.42,Entertainment,Net Banking,September
