Date,Description,Amount,Category,PaymentMethod,Month,Year,Month_Number,Day,Weekday
2025-06-18,saravana bhavan,755.39,Food,Credit Card,June,2025,6,18,Wednesday
2025-04-25,nike,1374.84,Clothing,UPI,April,2025,4,25,Friday
2025-07-30,act fibernet,1453.81,Bills,Credit Card,July,2025,7,30,Wednesday
2025-02-13,water board,1101.52,Bills,Credit Card,February,2025,2,13,Thursday
2025-03-02,star bazaar,605.55,Grocery,Credit Card,March,2025,3,2,Sunday
2025-07-21,bmtc,1586.46,Transport,UPI,July,2025,7,21,Monday
2025-10-06,apple music,472.0,Entertainment,Net Banking,October,2025,10,6,Monday
2025-03-27,uber,377.95,Transport,Credit Card,March,2025,3,27,Thursday
2025-10-19,spencers,2782.74,Grocery,Net Banking,October,2025,10,19,Sunday
2025-06-26,amazon,10718.93,Online Shopping,Debit Card,June,2025,6,26,Thursday
2025-06-30,oneplus,52662.59,Electronics,UPI,June,2025,6,30,Monday
2025-05-17,ccd,334.85,Food,Debit Card,May,2025,5,17,Saturday
2025-01-12,goibibo,7622.82,Travel,Net Banking,January,2025,1,12,Sunday
2025-09-17,spencers,1954.96,Grocery,Net Banking,September,2025,9,17,Wednesday
2025-10-19,pantaloons,3376.6,Clothing,Net Banking,October,2025,10,19,Sunday
2025-05-23,metro rail,1171.69,Transport,Debit Card,May,2025,5,23,Friday
2025-09-11,amazon prime,348.28,Entertainment,Credit Card,September,2025,9,11,Thursday
2025-01-28,1mg,19647.12,Healthcare,Credit Card,January,2025,1,28,Tuesday
2025-12-14,bigbazaar,1790.99,Grocery,Net Banking,December,2025,12,14,Sunday
2025-12-02,hotstar,253.94,Entertainment,Credit Card,December,2025,12,2,Tuesday
2025-12-09,airtel,262.08,Bills,Net Banking,December,2025,12,9,Tuesday
2025-12-25,1mg,17519.65,Healthcare,Credit Card,December,2025,12,25,Thursday
2025-03-08,reliance digital,85222.62,Electronics,Debit Card,March,2025,3,8,Saturday
2025-08-17,h&m,5927.61,Clothing,Debit Card,August,2025,8,17,Sunday
2025-07-25,metro rail,1655.87,Transport,Net Banking,July,2025,7,25,Friday
2025-12-17,jio fiber,5738.35,Bills,Net Banking,December,2025,12,17,Wednesday
2025-01-28,tneb,4851.88,Bills,UPI,January,2025,1,28,Tuesday
2025-01-25,cloudnine,324.01,Healthcare,UPI,January,2025,1,25,Saturday
2025-01-25,pepperfry,7142.65,Online Shopping,Net Banking,January,2025,1,25,Saturday
2025-11-21,ccd,474.74,Food,Credit Card,November,2025,11,21,Friday
2025-04-23,netflix,597.74,Entertainment,Credit Card,April,2025,4,23,Wednesday
2025-01-24,wrogn,2762.96,Clothing,UPI,January,2025,1,24,Friday
2025-04-14,ola,571.06,Transport,Net Banking,April,2025,4,14,Monday
2025-01-31,booking.com,21983.23,Travel,Credit Card,January,2025,1,31,Friday
2025-09-10,adidas,5039.96,Clothing,UPI,September,2025,9,10,Wednesday
2025-08-31,pizza hut,860.87,Food,Debit Card,August,2025,8,31,Sunday
2025-04-29,mcdonalds,1195.86,Food,UPI,April,2025,4,29,Tuesday
2025-01-18,bsnl,1985.56,Bills,Credit Card,January,2025,1,18,Saturday
2025-11-14,air india,6837.32,Travel,UPI,November,2025,11,14,Friday
2025-02-25,ajio,17317.51,Online Shopping,Net Banking,February,2025,2,25,Tuesday
2025-07-10,cream stone,829.23,Food,Debit Card,July,2025,7,10,Thursday
2025-08-07,apple store,68606.18,Electronics,UPI,August,2025,8,7,Thursday
2025-10-09,reliance digital,59659.25,Electronics,Credit Card,October,2025,10,9,Thursday
2025-06-29,adidas,5626.87,Clothing,UPI,June,2025,6,29,Sunday
2025-08-22,nilgiris,720.88,Grocery,Net Banking,August,2025,8,22,Friday
2025-12-28,apple store,107710.79,Electronics,Net Banking,December,2025,12,28,Sunday
2025-03-13,chai point,158.17,Food,Net Banking,March,2025,3,13,Thursday
2025-06-08,pepperfry,6077.15,Online Shopping,Credit Card,June,2025,6,8,Sunday
2025-04-17,yulu bikes,935.7,Transport,Net Banking,April,2025,4,17,Thursday
2025-04-05,boat lifestyle,129838.71,Electronics,Debit Card,April,2025,4,5,Saturday
2025-09-06,puma,6605.5,Clothing,Credit Card,September,2025,9,6,Saturday
2025-08-12,cloudnine,12257.07,Healthcare,UPI,August,2025,8,12,Tuesday
2025-12-22,cream stone,965.4,Food,Credit Card,December,2025,12,22,Monday
2025-08-14,1mg,18751.65,Healthcare,Credit Card,August,2025,8,14,Thursday
2025-04-24,star bazaar,347.72,Grocery,Net Banking,April,2025,4,24,Thursday
2025-03-30,aster,17752.43,Healthcare,UPI,March,2025,3,30,Sunday
2025-08-18,makemytrip,15380.45,Travel,UPI,August,2025,8,18,Monday
2025-02-06,act fibernet,472.02,Bills,Net Banking,February,2025,2,6,Thursday
2025-01-04,ola,457.38,Transport,Net Banking,January,2025,1,4,Saturday
2025-08-09,star bazaar,3273.11,Grocery,Net Banking,August,2025,8,9,Saturday
2025-09-25,dominos,1178.81,Food,Debit Card,September,2025,9,25,Thursday
2025-05-20,tsrtc,597.44,Transport,UPI,May,2025,5,20,Tuesday
2025-09-18,youtube premium,615.44,Entertainment,Credit Card,September,2025,9,18,Thursday
2025-05-19,kfc,1453.0,Food,Credit Card,May,2025,5,19,Monday
2025-03-29,vodafone idea,3962.22,Bills,Credit Card,March,2025,3,29,Saturday
2025-06-21,vistara,24608.91,Travel,Net Banking,June,2025,6,21,Saturday
2025-11-13,apple store,22777.65,Electronics,Net Banking,November,2025,11,13,Thursday
2025-12-10,noise,67605.71,Electronics,Debit Card,December,2025,12,10,Wednesday
2025-09-23,flipkart,12256.15,Online Shopping,Debit Card,September,2025,9,23,Tuesday
2025-01-10,meru cabs,1579.39,Transport,Debit Card,January,2025,1,10,Friday
2025-08-20,jio fiber,3999.16,Bills,Net Banking,August,2025,8,20,Wednesday
2025-10-12,pharmeasy,14753.31,Healthcare,UPI,October,2025,10,12,Sunday
2025-08-22,booking.com,7381.07,Travel,Net Banking,August,2025,8,22,Friday
2025-04-20,rapido,1505.29,Transport,Net Banking,April,2025,4,20,Sunday
2025-03-06,cloudnine,1550.7,Healthcare,Credit Card,March,2025,3,6,Thursday
2025-06-11,apollo hospital,14183.56,Healthcare,Debit Card,June,2025,6,11,Wednesday
2025-02-17,spencers,3201.66,Grocery,Net Banking,February,2025,2,17,Monday
2025-06-11,pepperfry,424.82,Online Shopping,Net Banking,June,2025,6,11,Wednesday
2025-10-10,property tax online,5213.97,Bills,UPI,October,2025,10,10,Friday
2025-07-16,nilgiris,2877.93,Grocery,UPI,July,2025,7,16,Wednesday
2025-05-24,vivo store,109340.31,Electronics,Credit Card,May,2025,5,24,Saturday
2025-02-24,booking.com,22509.82,Travel,Net Banking,February,2025,2,24,Monday
2025-01-14,netmeds,8968.21,Healthcare,Credit Card,January,2025,1,14,Tuesday
2025-04-11,redbus,1219.11,Transport,UPI,April,2025,4,11,Friday
2025-09-30,pizza hut,1297.94,Food,Net Banking,September,2025,9,30,Tuesday
2025-04-13,nike,3897.94,Clothing,Credit Card,April,2025,4,13,Sunday
2025-10-29,tsrtc,1307.97,Transport,Debit Card,October,2025,10,29,Wednesday
2025-06-03,burger king,216.23,Food,Debit Card,June,2025,6,3,Tuesday
2025-07-06,act fibernet,5869.12,Bills,Net Banking,July,2025,7,6,Sunday
2025-05-18,noise,114743.01,Electronics,UPI,May,2025,5,18,Sunday
2025-12-01,reliance fresh,2740.91,Grocery,Debit Card,December,2025,12,1,Monday
2025-07-27,lenskart,19530.43,Online Shopping,Credit Card,July,2025,7,27,Sunday
2025-09-18,burger king,979.72,Food,Credit Card,September,2025,9,18,Thursday
2025-11-11,bigbazaar,3535.7,Grocery,Debit Card,November,2025,11,11,Tuesday
2025-04-29,tata cliq,15588.18,Online Shopping,Debit Card,April,2025,4,29,Tuesday
2025-06-02,metro rail,63.7,Transport,Debit Card,June,2025,6,2,Monday
2025-09-27,subway,857.46,Food,Debit Card,September,2025,9,27,Saturday
2025-01-09,a2b,1013.95,Food,Credit Card,January,2025,1,9,Thursday
2025-11-19,cloudnine,4343.22,Healthcare,Debit Card,November,2025,11,19,Wednesday
2025-06-20,boat lifestyle,61030.43,Electronics,UPI,June,2025,6,20,Friday
2025-02-23,barbeque nation,1003.14,Food,Credit Card,February,2025,2,23,Sunday
2025-05-18,reliance digital,133932.78,Electronics,Net Banking,May,2025,5,18,Sunday
2025-09-05,kauvery,9389.85,Healthcare,Net Banking,September,2025,9,5,Friday
2025-11-14,us polo,1185.75,Clothing,UPI,November,2025,11,14,Friday
2025-03-09,saravana bhavan,1325.94,Food,Credit Card,March,2025,3,9,Sunday
2025-12-22,gaana,464.89,Entertainment,UPI,December,2025,12,22,Monday
2025-04-27,netflix,833.04,Entertainment,Net Banking,April,2025,4,27,Sunday
2025-06-27,myntra,12430.23,Online Shopping,Net Banking,June,2025,6,27,Friday
2025-03-02,snapdeal,12748.07,Online Shopping,UPI,March,2025,3,2,Sunday
2025-11-10,woodland,6977.13,Clothing,UPI,November,2025,11,10,Monday
2025-03-03,ccd,1076.89,Food,Credit Card,March,2025,3,3,Monday
2025-06-28,amazon prime,451.16,Entertainment,UPI,June,2025,6,28,Saturday
2025-01-29,youtube premium,707.97,Entertainment,Credit Card,January,2025,1,29,Wednesday
2025-10-29,bmtc,266.49,Transport,UPI,October,2025,10,29,Wednesday
2025-07-24,woodland,3562.18,Clothing,Debit Card,July,2025,7,24,Thursday
2025-08-01,lenskart,11971.09,Online Shopping,Net Banking,August,2025,8,1,Friday
2025-12-07,levis,5516.14,Clothing,UPI,December,2025,12,7,Sunday
2025-11-18,tneb,4623.56,Bills,Debit Card,November,2025,11,18,Tuesday
2025-01-17,netflix,769.57,Entertainment,UPI,January,2025,1,17,Friday
2025-05-14,netmeds,15397.97,Healthcare,Debit Card,May,2025,5,14,Wednesday
2025-10-01,vodafone idea,2309.54,Bills,UPI,October,2025,10,1,Wednesday
2025-04-21,indigo,26593.08,Travel,Credit Card,April,2025,4,21,Monday
2025-03-10,uber,419.49,Transport,Net Banking,March,2025,3,10,Monday
2025-09-07,jio fiber,2230.22,Bills,Net Banking,September,2025,9,7,Sunday
2025-03-16,tneb,5833.66,Bills,Credit Card,March,2025,3,16,Sunday
2025-10-29,apollo hospital,15800.99,Healthcare,Credit Card,October,2025,10,29,Wednesday
2025-10-31,pizza hut,137.13,Food,Debit Card,October,2025,10,31,Friday
2025-02-28,snapdeal,15867.55,Online Shopping,UPI,February,2025,2,28,Friday
2025-04-13,spencers,3400.35,Grocery,Credit Card,April,2025,4,13,Sunday
2025-08-28,cream stone,349.79,Food,Debit Card,August,2025,8,28,Thursday
2025-05-03,hp world,112728.73,Electronics,Net Banking,May,2025,5,3,Saturday
2025-04-26,starbucks,927.66,Food,Debit Card,April,2025,4,26,Saturday
2025-07-10,nike,588.6,Clothing,Credit Card,July,2025,7,10,Thursday
2025-03-19,metro rail,690.11,Transport,Net Banking,March,2025,3,19,Wednesday
2025-03-19,star bazaar,3328.29,Grocery,Credit Card,March,2025,3,19,Wednesday
2025-05-16,zara,2503.97,Clothing,Debit Card,May,2025,5,16,Friday
2025-03-08,gaana,878.44,Entertainment,UPI,March,2025,3,8,Saturday
2025-09-21,puma,1899.67,Clothing,Debit Card,September,2025,9,21,Sunday
2025-04-27,paradise biryani,1218.52,Food,UPI,April,2025,4,27,Sunday
2025-03-03,wrogn,2807.77,Clothing,Credit Card,March,2025,3,3,Monday
2025-09-21,apollo hospital,12307.85,Healthcare,Debit Card,September,2025,9,21,Sunday
2025-01-28,air india,27017.71,Travel,Debit Card,January,2025,1,28,Tuesday
2025-05-31,jio fiber,5297.86,Bills,Credit Card,May,2025,5,31,Saturday
2025-12-15,tsrtc,1551.74,Transport,Debit Card,December,2025,12,15,Monday
2025-10-13,yulu bikes,154.95,Transport,Net Banking,October,2025,10,13,Monday
2025-03-31,lenskart,13619.91,Online Shopping,Credit Card,March,2025,3,31,Monday
2025-06-14,gas agency,3820.89,Bills,Credit Card,June,2025,6,14,Saturday
2025-07-02,pepperfry,6851.61,Online Shopping,Debit Card,July,2025,7,2,Wednesday
2025-03-28,reliance fresh,1688.13,Grocery,UPI,March,2025,3,28,Friday
2025-05-26,metro rail,1927.43,Transport,Net Banking,May,2025,5,26,Monday
2025-03-09,yulu bikes,853.17,Transport,UPI,March,2025,3,9,Sunday
2025-06-19,apple store,80607.73,Electronics,UPI,June,2025,6,19,Thursday
2025-10-29,tata cliq,5429.89,Online Shopping,Debit Card,October,2025,10,29,Wednesday
2025-06-22,airasia,7592.29,Travel,UPI,June,2025,6,22,Sunday
2025-03-30,star bazaar,1232.51,Grocery,Net Banking,March,2025,3,30,Sunday
2025-04-13,meesho,9983.64,Online Shopping,UPI,April,2025,4,13,Sunday
2025-08-20,oyo,28542.97,Travel,Credit Card,August,2025,8,20,Wednesday
2025-11-08,uber,909.95,Transport,Net Banking,November,2025,11,8,Saturday
2025-05-10,apple music,497.89,Entertainment,Debit Card,May,2025,5,10,Saturday
2025-07-26,airtel,1309.84,Bills,UPI,July,2025,7,26,Saturday
2025-05-17,myntra,3452.25,Online Shopping,UPI,May,2025,5,17,Saturday
2025-10-12,cream stone,804.52,Food,Debit Card,October,2025,10,12,Sunday
2025-01-28,taco bell,1071.87,Food,UPI,January,2025,1,28,Tuesday
2025-11-08,nature's basket,4983.93,Grocery,UPI,November,2025,11,8,Saturday
2025-07-30,zara,5166.44,Clothing,Debit Card,July,2025,7,30,Wednesday
2025-08-28,sonyliv,269.44,Entertainment,Net Banking,August,2025,8,28,Thursday
2025-12-04,vivo store,13710.93,Electronics,Debit Card,December,2025,12,4,Thursday
2025-04-10,lenskart,10162.11,Online Shopping,Credit Card,April,2025,4,10,Thursday
2025-03-23,tneb,5381.99,Bills,UPI,March,2025,3,23,Sunday
2025-09-03,apollo pharmacy,19202.67,Healthcare,Credit Card,September,2025,9,3,Wednesday
2025-05-28,nature's basket,2537.1,Grocery,Net Banking,May,2025,5,28,Wednesday
2025-09-15,pharmeasy,7546.04,Healthcare,Net Banking,September,2025,9,15,Monday
2025-02-02,nature's basket,3266.79,Grocery,UPI,February,2025,2,2,Sunday
2025-09-28,h&m,630.17,Clothing,Net Banking,September,2025,9,28,Sunday
2025-07-06,barbeque nation,259.35,Food,Net Banking,July,2025,7,6,Sunday
2025-12-29,apollo hospital,8706.88,Healthcare,Net Banking,December,2025,12,29,Monday
2025-05-01,jiomart,1246.39,Grocery,UPI,May,2025,5,1,Thursday
2025-06-05,gaana,894.0,Entertainment,UPI,June,2025,6,5,Thursday
2025-03-02,oneplus,97789.2,Electronics,Net Banking,March,2025,3,2,Sunday
2025-10-11,wrogn,1925.96,Clothing,Debit Card,October,2025,10,11,Saturday
2025-07-19,kfc,444.67,Food,Credit Card,July,2025,7,19,Saturday
2025-08-06,netmeds,1884.51,Healthcare,Credit Card,August,2025,8,6,Wednesday
2025-10-16,gaana,781.06,Entertainment,Net Banking,October,2025,10,16,Thursday
2025-04-01,vivo store,94107.4,Electronics,Net Banking,April,2025,4,1,Tuesday
2025-03-19,gas agency,5815.26,Bills,UPI,March,2025,3,19,Wednesday
2025-02-22,woodland,1949.57,Clothing,Credit Card,February,2025,2,22,Saturday
2025-04-26,spotify,354.1,Entertainment,UPI,April,2025,4,26,Saturday
2025-11-03,netflix,407.32,Entertainment,Credit Card,November,2025,11,3,Monday
2025-10-25,lenskart,11883.2,Online Shopping,Debit Card,October,2025,10,25,Saturday
2025-06-07,lenskart,19214.11,Online Shopping,Credit Card,June,2025,6,7,Saturday
2025-09-24,act fibernet,3926.34,Bills,Net Banking,September,2025,9,24,Wednesday
2025-12-14,jiomart,1561.0,Grocery,Credit Card,December,2025,12,14,Sunday
2025-01-21,pharmeasy,19414.47,Healthcare,UPI,January,2025,1,21,Tuesday
2025-11-11,snapdeal,15075.17,Online Shopping,Debit Card,November,2025,11,11,Tuesday
2025-09-24,nature's basket,260.86,Grocery,Net Banking,September,2025,9,24,Wednesday
2025-10-28,tneb,785.25,Bills,Debit Card,October,2025,10,28,Tuesday
2025-07-21,cream stone,639.1,Food,Credit Card,July,2025,7,21,Monday
2025-12-19,meesho,14621.3,Online Shopping,Debit Card,December,2025,12,19,Friday
2025-07-29,woodland,2572.64,Clothing,Debit Card,July,2025,7,29,Tuesday
2025-10-26,nilgiris,1690.2,Grocery,Credit Card,October,2025,10,26,Sunday
2025-03-18,act fibernet,1926.48,Bills,Net Banking,March,2025,3,18,Tuesday
2025-03-12,flipkart,12531.42,Online Shopping,Debit Card,March,2025,3,12,Wednesday
2025-04-02,spencers,2247.59,Grocery,Credit Card,April,2025,4,2,Wednesday
2025-09-02,hotstar,580.52,Entertainment,UPI,September,2025,9,2,Tuesday
2025-08-30,tneb,5814.86,Bills,Net Banking,August,2025,8,30,Saturday
2025-10-08,nature's basket,2091.85,Grocery,Credit Card,October,2025,10,8,Wednesday
2025-09-25,mcdonalds,1168.67,Food,Net Banking,September,2025,9,25,Thursday
2025-04-18,mi store,135013.48,Electronics,UPI,April,2025,4,18,Friday
2025-02-03,property tax online,4963.66,Bills,Debit Card,February,2025,2,3,Monday
2025-09-26,hp world,89771.51,Electronics,UPI,September,2025,9,26,Friday
2025-04-01,flipkart,8923.43,Online Shopping,Net Banking,April,2025,4,1,Tuesday
2025-12-04,youtube premium,571.25,Entertainment,Debit Card,December,2025,12,4,Thursday
2025-05-01,mi store,52876.14,Electronics,Credit Card,May,2025,5,1,Thursday
2025-07-01,tneb,5387.3,Bills,Net Banking,July,2025,7,1,Tuesday
2025-12-03,reliance fresh,1043.15,Grocery,Credit Card,December,2025,12,3,Wednesday
2025-02-04,hp world,17150.19,Electronics,Credit Card,February,2025,2,4,Tuesday
2025-01-08,aster,9836.8,Healthcare,Net Banking,January,2025,1,8,Wednesday
2025-12-26,tsrtc,255.94,Transport,Debit Card,December,2025,12,26,Friday
2025-07-15,levis,6472.55,Clothing,Net Banking,July,2025,7,15,Tuesday
2025-11-07,rapido,1461.28,Transport,Credit Card,November,2025,11,7,Friday
2025-02-28,spotify,542.49,Entertainment,Credit Card,February,2025,2,28,Friday
2025-01-06,zee5,889.64,Entertainment,Credit Card,January,2025,1,6,Monday
2025-06-29,spotify,274.84,Entertainment,Debit Card,June,2025,6,29,Sunday
2025-03-14,booking.com,20138.79,Travel,Credit Card,March,2025,3,14,Friday
2025-12-26,nykaa,12502.98,Online Shopping,UPI,December,2025,12,26,Friday
2025-07-16,adidas,2955.93,Clothing,Net Banking,July,2025,7,16,Wednesday
2025-05-25,gaana,244.2,Entertainment,Credit Card,May,2025,5,25,Sunday
2025-07-19,goibibo,20404.24,Travel,Credit Card,July,2025,7,19,Saturday
2025-01-08,fortis,4313.28,Healthcare,Debit Card,January,2025,1,8,Wednesday
2025-01-19,pharmeasy,18988.72,Healthcare,UPI,January,2025,1,19,Sunday
2025-08-11,nilgiris,4079.37,Grocery,Net Banking,August,2025,8,11,Monday
2025-03-18,tsrtc,1076.4,Transport,Credit Card,March,2025,3,18,Tuesday
2025-04-01,jio fiber,3938.66,Bills,Debit Card,April,2025,4,1,Tuesday
2025-10-18,vistara,6502.89,Travel,Credit Card,October,2025,10,18,Saturday
2025-09-10,star bazaar,1450.74,Grocery,UPI,September,2025,9,10,Wednesday
2025-08-03,gaana,665.43,Entertainment,Net Banking,August,2025,8,3,Sunday
2025-05-11,croma,22031.05,Electronics,UPI,May,2025,5,11,Sunday
2025-04-07,flipkart,14998.43,Online Shopping,Net Banking,April,2025,4,7,Monday
2025-07-25,boat lifestyle,140136.15,Electronics,Debit Card,July,2025,7,25,Friday
2025-05-05,oyo,16908.45,Travel,Credit Card,May,2025,5,5,Monday
2025-03-12,dominos,640.21,Food,Credit Card,March,2025,3,12,Wednesday
2025-04-17,aster,595.03,Healthcare,UPI,April,2025,4,17,Thursday
2025-02-13,jio fiber,250.58,Bills,Credit Card,February,2025,2,13,Thursday
2025-04-26,barbeque nation,799.35,Food,Net Banking,April,2025,4,26,Saturday
2025-10-09,zee5,996.44,Entertainment,Credit Card,October,2025,10,9,Thursday
2025-05-24,reliance fresh,2095.95,Grocery,UPI,May,2025,5,24,Saturday
2025-02-26,netmeds,12736.28,Healthcare,Debit Card,February,2025,2,26,Wednesday
2025-09-02,lenskart,18399.14,Online Shopping,Debit Card,September,2025,9,2,Tuesday
2025-03-28,snapdeal,4568.44,Online Shopping,Debit Card,March,2025,3,28,Friday
2025-05-23,apollo pharmacy,8224.19,Healthcare,Debit Card,May,2025,5,23,Friday
2025-12-14,nature's basket,4812.56,Grocery,Credit Card,December,2025,12,14,Sunday
2025-02-18,more supermarket,2737.33,Grocery,Net Banking,February,2025,2,18,Tuesday
2025-05-05,dell exclusive,11715.27,Electronics,Credit Card,May,2025,5,5,Monday
2025-12-13,netmeds,13949.88,Healthcare,Credit Card,December,2025,12,13,Saturday
2025-04-29,puma,2905.73,Clothing,Credit Card,April,2025,4,29,Tuesday
2025-01-07,starbucks,994.92,Food,Credit Card,January,2025,1,7,Tuesday
2025-09-13,irctc,29064.27,Travel,Net Banking,September,2025,9,13,Saturday
2025-09-13,myntra,13488.98,Online Shopping,Credit Card,September,2025,9,13,Saturday
2025-11-13,ajio,6414.89,Online Shopping,UPI,November,2025,11,13,Thursday
2025-11-06,levis,7136.27,Clothing,Debit Card,November,2025,11,6,Thursday
2025-04-01,yulu bikes,721.93,Transport,Credit Card,April,2025,4,1,Tuesday
2025-11-05,reliance fresh,3825.55,Grocery,Net Banking,November,2025,11,5,Wednesday
2025-06-24,spotify,705.51,Entertainment,UPI,June,2025,6,24,Tuesday
2025-05-26,pantaloons,6237.02,Clothing,Credit Card,May,2025,5,26,Monday
2025-10-11,zee5,300.07,Entertainment,Net Banking,October,2025,10,11,Saturday
2025-11-26,bmtc,1475.04,Transport,Credit Card,November,2025,11,26,Wednesday
2025-08-03,woodland,4993.45,Clothing,Credit Card,August,2025,8,3,Sunday
2025-04-19,snapdeal,13227.06,Online Shopping,Net Banking,April,2025,4,19,Saturday
2025-11-11,ajio,11141.03,Online Shopping,Credit Card,November,2025,11,11,Tuesday
2025-01-12,oneplus,100422.25,Electronics,Net Banking,January,2025,1,12,Sunday
2025-08-20,netmeds,13883.15,Healthcare,Debit Card,August,2025,8,20,Wednesday
2025-11-20,ola,1285.91,Transport,Credit Card,November,2025,11,20,Thursday
2025-07-29,goibibo,22144.04,Travel,Debit Card,July,2025,7,29,Tuesday
2025-05-31,makemytrip,23459.81,Travel,Net Banking,May,2025,5,31,Saturday
2025-12-28,fortis,8108.46,Healthcare,Net Banking,December,2025,12,28,Sunday
2025-12-23,reliance digital,51298.36,Electronics,UPI,December,2025,12,23,Tuesday
2025-04-01,max fashion,7202.35,Clothing,Debit Card,April,2025,4,1,Tuesday
2025-11-04,jio fiber,3241.37,Bills,Net Banking,November,2025,11,4,Tuesday
2025-11-03,flipkart,3080.65,Online Shopping,UPI,November,2025,11,3,Monday
2025-12-05,vistara,10399.09,Travel,Debit Card,December,2025,12,5,Friday
2025-02-14,nykaa,3569.39,Online Shopping,Net Banking,February,2025,2,14,Friday
2025-06-25,sonyliv,917.54,Entertainment,Net Banking,June,2025,6,25,Wednesday
2025-06-17,aha,389.38,Entertainment,Credit Card,June,2025,6,17,Tuesday
2025-02-05,airasia,26963.02,Travel,Credit Card,February,2025,2,5,Wednesday
2025-02-20,hotstar,151.65,Entertainment,UPI,February,2025,2,20,Thursday
2025-01-06,sony center,65315.68,Electronics,Net Banking,January,2025,1,6,Monday
2025-01-02,tsrtc,1400.82,Transport,Credit Card,January,2025,1,2,Thursday
2025-02-07,a2b,1492.08,Food,Net Banking,February,2025,2,7,Friday
2025-12-20,croma,95646.1,Electronics,Net Banking,December,2025,12,20,Saturday
2025-09-26,samsung store,28673.15,Electronics,UPI,September,2025,9,26,Friday
2025-06-29,water board,1563.47,Bills,Debit Card,June,2025,6,29,Sunday
2025-07-06,gas agency,633.61,Bills,Credit Card,July,2025,7,6,Sunday
2025-03-24,act fibernet,5752.49,Bills,UPI,March,2025,3,24,Monday
2025-07-02,star bazaar,4725.38,Grocery,Debit Card,July,2025,7,2,Wednesday
2025-08-05,1mg,7402.97,Healthcare,Debit Card,August,2025,8,5,Tuesday
2025-05-18,more supermarket,3870.5,Grocery,Credit Card,May,2025,5,18,Sunday
2025-05-01,ajio,6143.51,Online Shopping,UPI,May,2025,5,1,Thursday
2025-07-29,dell exclusive,59745.71,Electronics,Credit Card,July,2025,7,29,Tuesday
2025-12-25,kauvery,16756.93,Healthcare,Credit Card,December,2025,12,25,Thursday
2025-02-16,more supermarket,1879.26,Grocery,Debit Card,February,2025,2,16,Sunday
2025-06-15,apollo pharmacy,15451.66,Healthcare,Debit Card,June,2025,6,15,Sunday
2025-11-09,aster,144.16,Healthcare,Net Banking,November,2025,11,9,Sunday
2025-02-09,wrogn,6484.38,Clothing,Net Banking,February,2025,2,9,Sunday
2025-01-24,vistara,6190.34,Travel,Net Banking,January,2025,1,24,Friday
2025-11-15,dmart,2404.45,Grocery,Debit Card,November,2025,11,15,Saturday
2025-08-18,bsnl,1987.38,Bills,UPI,August,2025,8,18,Monday
2025-06-10,chai point,1274.19,Food,Debit Card,June,2025,6,10,Tuesday
2025-10-02,amazon,6433.75,Online Shopping,Net Banking,October,2025,10,2,Thursday
2025-10-28,sony center,10957.26,Electronics,Net Banking,October,2025,10,28,Tuesday
2025-01-29,burger king,577.81,Food,UPI,January,2025,1,29,Wednesday
2025-03-09,vistara,14143.03,Travel,UPI,March,2025,3,9,Sunday
2025-08-18,booking.com,13671.0,Travel,Credit Card,August,2025,8,18,Monday
2025-01-23,nature's basket,3212.51,Grocery,Credit Card,January,2025,1,23,Thursday
2025-08-23,spencers,3898.01,Grocery,Debit Card,August,2025,8,23,Saturday
2025-06-04,meesho,13556.07,Online Shopping,Net Banking,June,2025,6,4,Wednesday
2025-11-30,mcdonalds,1230.32,Food,Credit Card,November,2025,11,30,Sunday
2025-06-21,makemytrip,1718.55,Travel,Credit Card,June,2025,6,21,Saturday
2025-12-01,cloudnine,13883.41,Healthcare,Credit Card,December,2025,12,1,Monday
2025-08-25,apollo hospital,3657.69,Healthcare,Debit Card,August,2025,8,25,Monday
2025-08-02,cloudnine,15892.38,Healthcare,Credit Card,August,2025,8,2,Saturday
2025-01-31,indigo,15924.65,Travel,UPI,January,2025,1,31,Friday
2025-02-22,goibibo,24250.56,Travel,Net Banking,February,2025,2,22,Saturday
2025-10-13,yulu bikes,867.64,Transport,Debit Card,October,2025,10,13,Monday
2025-08-28,ajio,8902.32,Online Shopping,Credit Card,August,2025,8,28,Thursday
2025-02-04,goibibo,6301.12,Travel,UPI,February,2025,2,4,Tuesday
2025-04-22,kfc,620.26,Food,Debit Card,April,2025,4,22,Tuesday
2025-07-20,apple store,36269.36,Electronics,Debit Card,July,2025,7,20,Sunday
2025-08-08,gas agency,5004.44,Bills,Debit Card,August,2025,8,8,Friday
2025-10-07,fortis,1467.77,Healthcare,UPI,October,2025,10,7,Tuesday
2025-05-25,burger king,1474.91,Food,Debit Card,May,2025,5,25,Sunday
2025-04-16,netflix,792.6,Entertainment,Net Banking,April,2025,4,16,Wednesday
2025-06-18,us polo,7248.93,Clothing,Net Banking,June,2025,6,18,Wednesday
2025-03-11,1mg,18350.66,Healthcare,UPI,March,2025,3,11,Tuesday
2025-02-22,pharmeasy,8683.2,Healthcare,Net Banking,February,2025,2,22,Saturday
2025-02-21,samsung store,118113.13,Electronics,Credit Card,February,2025,2,21,Friday
2025-06-06,hp world,107537.16,Electronics,Net Banking,June,2025,6,6,Friday
2025-05-07,adidas,1880.8,Clothing,Credit Card,May,2025,5,7,Wednesday
